station id, station name, valid,povp. dnevna T [°C],max. T [°C],min. T [°C]
_1892,MARIBOR - TABOR,1974-02-09,3.7,9.4,-1.3
_1892,MARIBOR - TABOR,1974-02-10,5.3,12.6,2
_1892,MARIBOR - TABOR,1974-02-11,9.1,15.4,0
_1892,MARIBOR - TABOR,1974-02-12,8.3,17,4.8
_1892,MARIBOR - TABOR,1974-02-13,5.9,13,0.2
_1892,MARIBOR - TABOR,1974-02-14,6.1,9.4,0.7
_1892,MARIBOR - TABOR,1974-02-15,5,8.7,3.3
_1892,MARIBOR - TABOR,1974-02-16,4.3,8.9,0.1
_1892,MARIBOR - TABOR,1974-02-17,7.9,12.4,5
_1892,MARIBOR - TABOR,1974-02-18,8,14.3,3
_1892,MARIBOR - TABOR,1974-02-19,6.8,10.2,5.2
_1892,MARIBOR - TABOR,1974-02-20,6.1,9,1.1
_1892,MARIBOR - TABOR,1974-02-21,4,6.6,3.5
_1892,MARIBOR - TABOR,1974-02-22,2.5,7.7,-0.4
_1892,MARIBOR - TABOR,1974-02-23,3.2,6.2,-0.7
_1892,MARIBOR - TABOR,1974-02-24,4.1,5.6,3
_1892,MARIBOR - TABOR,1974-02-25,4.1,6.9,2.5
_1892,MARIBOR - TABOR,1974-02-26,1.3,3.6,0.7
_1892,MARIBOR - TABOR,1974-02-27,1.1,2.4,-0.3
_1892,MARIBOR - TABOR,1974-02-28,0.3,5.3,-1.5
_1892,MARIBOR - TABOR,1974-03-01,0,3.4,-2.8
_1892,MARIBOR - TABOR,1974-03-02,0.6,1.4,-0.6
_1892,MARIBOR - TABOR,1974-03-03,0.4,2.9,-0.2
_1892,MARIBOR - TABOR,1974-03-04,0.9,1.5,-0.6
_1892,MARIBOR - TABOR,1974-03-05,1.8,2.2,0.8
_1892,MARIBOR - TABOR,1974-03-06,2,2.6,0.8
_1892,MARIBOR - TABOR,1974-03-07,3.2,5.7,2.2
_1892,MARIBOR - TABOR,1974-03-08,1,2.5,0.6
_1892,MARIBOR - TABOR,1974-03-09,0.8,2,-0.2
_1892,MARIBOR - TABOR,1974-03-10,1.1,2.7,0
_1892,MARIBOR - TABOR,1974-03-11,2.3,4.9,0.5
_1892,MARIBOR - TABOR,1974-03-12,2.8,4.4,1.2
_1892,MARIBOR - TABOR,1974-03-13,3.6,10,-1.4
_1892,MARIBOR - TABOR,1974-03-14,5,12.7,-1
_1892,MARIBOR - TABOR,1974-03-15,5.8,8,1.6
_1892,MARIBOR - TABOR,1974-03-16,7,14,0.3
_1892,MARIBOR - TABOR,1974-03-17,8.9,17,1
_1892,MARIBOR - TABOR,1974-03-18,10.9,18.1,2.4
_1892,MARIBOR - TABOR,1974-03-19,12.3,20,8.5
_1892,MARIBOR - TABOR,1974-03-20,12.2,19.5,7.3
_1892,MARIBOR - TABOR,1974-03-21,14,23,5.6
_1892,MARIBOR - TABOR,1974-03-22,14.9,23.3,8.2
_1892,MARIBOR - TABOR,1974-03-23,13.2,18.6,8.5
_1892,MARIBOR - TABOR,1974-03-24,12.6,20.4,5.2
_1892,MARIBOR - TABOR,1974-03-25,11.3,13.6,9.2
_1892,MARIBOR - TABOR,1974-03-26,10.7,17.7,4
_1892,MARIBOR - TABOR,1974-03-27,12.6,20.4,6
_1892,MARIBOR - TABOR,1974-03-28,12.5,20,6
_1892,MARIBOR - TABOR,1974-03-29,12.7,19.2,6.3
_1892,MARIBOR - TABOR,1974-03-30,9.9,13.7,6.9
_1892,MARIBOR - TABOR,1974-03-31,10,14.1,5.6
_1892,MARIBOR - TABOR,1974-04-01,7.3,10,4.7
_1892,MARIBOR - TABOR,1974-04-02,7.9,12.2,6
_1892,MARIBOR - TABOR,1974-04-03,7.7,14.4,2.3
_1892,MARIBOR - TABOR,1974-04-04,7.9,14.9,1
_1892,MARIBOR - TABOR,1974-04-05,9.1,16.3,1.6
_1892,MARIBOR - TABOR,1974-04-06,10.3,15.8,4.6
_1892,MARIBOR - TABOR,1974-04-07,11.5,14.9,5.3
_1892,MARIBOR - TABOR,1974-04-08,10.9,17.2,6.4
_1892,MARIBOR - TABOR,1974-04-09,10.8,18.9,4.2
_1892,MARIBOR - TABOR,1974-04-10,12.8,21.2,1.8
_1892,MARIBOR - TABOR,1974-04-11,9.6,14.7,3
_1892,MARIBOR - TABOR,1974-04-12,12.4,19.4,4.6
_1892,MARIBOR - TABOR,1974-04-13,10.4,13.5,9.4
_1892,MARIBOR - TABOR,1974-04-14,5.6,9.4,4.3
_1892,MARIBOR - TABOR,1974-04-15,7.1,12.9,2.5
_1892,MARIBOR - TABOR,1974-04-16,5.8,10.4,3.2
_1892,MARIBOR - TABOR,1974-04-17,7.2,10.4,3.6
_1892,MARIBOR - TABOR,1974-04-18,7.8,10.2,5
_1892,MARIBOR - TABOR,1974-04-19,9.3,11.9,4.9
_1892,MARIBOR - TABOR,1974-04-20,11.3,17.3,2.4
_1892,MARIBOR - TABOR,1974-04-21,7.8,12.5,3.2
_1892,MARIBOR - TABOR,1974-04-22,7.2,14.4,2.2
_1892,MARIBOR - TABOR,1974-04-23,9.8,16.2,1.5
_1892,MARIBOR - TABOR,1974-04-24,9.2,15.4,0.7
_1892,MARIBOR - TABOR,1974-04-25,7.2,8.7,4.9
_1892,MARIBOR - TABOR,1974-04-26,6.3,8.7,5.3
_1892,MARIBOR - TABOR,1974-04-27,10.1,15.1,1.5
_1892,MARIBOR - TABOR,1974-04-28,11.4,15.1,7.2
_1892,MARIBOR - TABOR,1974-04-29,12.7,19.6,9.4
_1892,MARIBOR - TABOR,1974-04-30,15.2,18.2,8.2
_1892,MARIBOR - TABOR,1974-05-01,12.9,15.9,11.6
_1892,MARIBOR - TABOR,1974-05-02,13.1,17.4,10
_1892,MARIBOR - TABOR,1974-05-03,12.7,19.3,8
_1892,MARIBOR - TABOR,1974-05-04,10,12.5,8.9
_1892,MARIBOR - TABOR,1974-05-05,10.2,12.3,7.5
_1892,MARIBOR - TABOR,1974-05-06,10.7,14.2,8.4
_1892,MARIBOR - TABOR,1974-05-07,10.8,14.7,5.4
_1892,MARIBOR - TABOR,1974-05-08,10.2,13.9,4.6
_1892,MARIBOR - TABOR,1974-05-09,11,16.7,6.6
_1892,MARIBOR - TABOR,1974-05-10,13.1,20.3,4.2
_1892,MARIBOR - TABOR,1974-05-11,14.5,19.5,7.6
_1892,MARIBOR - TABOR,1974-05-12,14.3,17.6,11.1
_1892,MARIBOR - TABOR,1974-05-13,15.7,21.3,8.3
_1892,MARIBOR - TABOR,1974-05-14,14.1,23.4,8.7
_1892,MARIBOR - TABOR,1974-05-15,11.3,17.2,5.4
_1892,MARIBOR - TABOR,1974-05-16,12.1,17,8.4
_1892,MARIBOR - TABOR,1974-05-17,12.7,16.6,6
_1892,MARIBOR - TABOR,1974-05-18,15.3,19.5,8.4
_1892,MARIBOR - TABOR,1974-05-19,16.1,22,10.4
_1892,MARIBOR - TABOR,1974-05-20,18.5,25,8.3
_1892,MARIBOR - TABOR,1974-05-21,17.5,23.4,14.5
_1892,MARIBOR - TABOR,1974-05-22,14.9,23.3,11.6
_1892,MARIBOR - TABOR,1974-05-23,10.8,19,6.6
_1892,MARIBOR - TABOR,1974-05-24,10.2,14.1,6.5
_1892,MARIBOR - TABOR,1974-05-25,11.9,17.7,7
_1892,MARIBOR - TABOR,1974-05-26,15.1,21,5.6
_1892,MARIBOR - TABOR,1974-05-27,17.9,23.9,8.7
_1892,MARIBOR - TABOR,1974-05-28,16.5,22.8,9.4
_1892,MARIBOR - TABOR,1974-05-29,16.5,23.3,13.2
_1892,MARIBOR - TABOR,1974-05-30,19.5,24.1,14.1
_1892,MARIBOR - TABOR,1974-05-31,20.3,24.6,11.6
_1892,MARIBOR - TABOR,1974-06-01,16.7,19.4,16
_1892,MARIBOR - TABOR,1974-06-02,16.3,21.2,13.7
_1892,MARIBOR - TABOR,1974-06-03,17.2,24.6,10
_1892,MARIBOR - TABOR,1974-06-04,20.8,26.6,11.3
_1892,MARIBOR - TABOR,1974-06-05,19.4,23.4,14.4
_1892,MARIBOR - TABOR,1974-06-06,16.9,22.5,14.6
_1892,MARIBOR - TABOR,1974-06-07,12.6,19.6,10
_1892,MARIBOR - TABOR,1974-06-08,11.9,18.1,6.4
_1892,MARIBOR - TABOR,1974-06-09,12.8,22.4,5
_1892,MARIBOR - TABOR,1974-06-10,9.9,11.1,7.9
_1892,MARIBOR - TABOR,1974-06-11,13.1,18,8.4
_1892,MARIBOR - TABOR,1974-06-12,13,18,5
_1892,MARIBOR - TABOR,1974-06-13,13.1,16.1,9.9
_1892,MARIBOR - TABOR,1974-06-14,15.8,21.2,10.4
_1892,MARIBOR - TABOR,1974-06-15,16.2,22.6,11
_1892,MARIBOR - TABOR,1974-06-16,17.6,23.4,10
_1892,MARIBOR - TABOR,1974-06-17,17.6,24.7,11.2
_1892,MARIBOR - TABOR,1974-06-18,18.2,25,12.3
_1892,MARIBOR - TABOR,1974-06-19,17,22.1,14.5
_1892,MARIBOR - TABOR,1974-06-20,17.1,21.3,10.7
_1892,MARIBOR - TABOR,1974-06-21,15.7,21.3,11.9
_1892,MARIBOR - TABOR,1974-06-22,15.4,21.7,8.7
_1892,MARIBOR - TABOR,1974-06-23,18.9,26.3,9.7
_1892,MARIBOR - TABOR,1974-06-24,16.2,19.8,14.5
_1892,MARIBOR - TABOR,1974-06-25,17,22.6,13.5
_1892,MARIBOR - TABOR,1974-06-26,21.6,26.4,10.9
_1892,MARIBOR - TABOR,1974-06-27,20.9,25.4,14.8
_1892,MARIBOR - TABOR,1974-06-28,20.2,24.3,14.5
_1892,MARIBOR - TABOR,1974-06-29,15.4,20,14.5
_1892,MARIBOR - TABOR,1974-06-30,18.3,23.2,14.5
_1892,MARIBOR - TABOR,1974-07-01,20.6,26.7,12.1
_1892,MARIBOR - TABOR,1974-07-02,18.6,25,15.8
_1892,MARIBOR - TABOR,1974-07-03,18.8,25.8,11.6
_1892,MARIBOR - TABOR,1974-07-04,18.1,21.7,12
_1892,MARIBOR - TABOR,1974-07-05,19.2,24,12.6
_1892,MARIBOR - TABOR,1974-07-06,19.4,26.4,12.4
_1892,MARIBOR - TABOR,1974-07-07,16,19.4,15
_1892,MARIBOR - TABOR,1974-07-08,16.1,21.5,11.4
_1892,MARIBOR - TABOR,1974-07-09,16.9,22,8.7
_1892,MARIBOR - TABOR,1974-07-10,18.7,25,14.3
_1892,MARIBOR - TABOR,1974-07-11,20.2,26.6,12.9
_1892,MARIBOR - TABOR,1974-07-12,23.4,30,14.7
_1892,MARIBOR - TABOR,1974-07-13,25.2,31.7,16.8
_1892,MARIBOR - TABOR,1974-07-14,25,30.7,17
_1892,MARIBOR - TABOR,1974-07-15,16.8,24.6,15.5
_1892,MARIBOR - TABOR,1974-07-16,21.7,27.9,12.4
_1892,MARIBOR - TABOR,1974-07-17,24.3,30.5,16
_1892,MARIBOR - TABOR,1974-07-18,16.1,23.3,15.3
_1892,MARIBOR - TABOR,1974-07-19,15.9,18.7,13
_1892,MARIBOR - TABOR,1974-07-20,15.4,19.4,10.4
_1892,MARIBOR - TABOR,1974-07-21,16.1,21.7,11
_1892,MARIBOR - TABOR,1974-07-22,17.7,22,14.5
_1892,MARIBOR - TABOR,1974-07-23,18.8,26.1,15.2
_1892,MARIBOR - TABOR,1974-07-24,22.1,27.8,12.2
_1892,MARIBOR - TABOR,1974-07-25,14.6,22,13.6
_1892,MARIBOR - TABOR,1974-07-26,17.3,22,10
_1892,MARIBOR - TABOR,1974-07-27,19.4,25.4,9.7
_1892,MARIBOR - TABOR,1974-07-28,20.8,27,13.6
_1892,MARIBOR - TABOR,1974-07-29,22.1,28.9,14.2
_1892,MARIBOR - TABOR,1974-07-30,23.9,29.6,15.6
_1892,MARIBOR - TABOR,1974-07-31,24.4,30,19.4
_1892,MARIBOR - TABOR,1974-08-01,24.3,29.7,18.4
_1892,MARIBOR - TABOR,1974-08-02,24,30.1,17.9
_1892,MARIBOR - TABOR,1974-08-03,24.5,29.3,19.8
_1892,MARIBOR - TABOR,1974-08-04,25.3,32.2,19
_1892,MARIBOR - TABOR,1974-08-05,21.8,28.6,17.7
_1892,MARIBOR - TABOR,1974-08-06,16.6,20.4,14.9
_1892,MARIBOR - TABOR,1974-08-07,18.3,23,11.6
_1892,MARIBOR - TABOR,1974-08-08,20.6,26.4,11.4
_1892,MARIBOR - TABOR,1974-08-09,17.9,24.4,13.8
_1892,MARIBOR - TABOR,1974-08-10,17.8,24.2,11.9
_1892,MARIBOR - TABOR,1974-08-11,13.4,17.4,12
_1892,MARIBOR - TABOR,1974-08-12,17,22.1,10.9
_1892,MARIBOR - TABOR,1974-08-13,17.6,24.6,8.9
_1892,MARIBOR - TABOR,1974-08-14,22.2,29,11.7
_1892,MARIBOR - TABOR,1974-08-15,24.3,32,15.6
_1892,MARIBOR - TABOR,1974-08-16,24.9,32.1,18.8
_1892,MARIBOR - TABOR,1974-08-17,23.8,32.2,17.2
_1892,MARIBOR - TABOR,1974-08-18,23.5,31.3,16.6
_1892,MARIBOR - TABOR,1974-08-19,24.3,30.3,18.2
_1892,MARIBOR - TABOR,1974-08-20,23.6,29.6,19.2
_1892,MARIBOR - TABOR,1974-08-21,23.2,27.9,19.6
_1892,MARIBOR - TABOR,1974-08-22,19.1,25.3,17
_1892,MARIBOR - TABOR,1974-08-23,20,24.2,16.1
_1892,MARIBOR - TABOR,1974-08-24,19,22.7,16.9
_1892,MARIBOR - TABOR,1974-08-25,19.2,23.1,17.3
_1892,MARIBOR - TABOR,1974-08-26,16.7,18.6,16
_1892,MARIBOR - TABOR,1974-08-27,18.7,23.9,14
_1892,MARIBOR - TABOR,1974-08-28,15.6,18.5,13.9
_1892,MARIBOR - TABOR,1974-08-29,18,23.4,15.4
_1892,MARIBOR - TABOR,1974-08-30,17.3,23.3,13.4
_1892,MARIBOR - TABOR,1974-08-31,18,23,11.7
_1892,MARIBOR - TABOR,1974-09-01,17.3,22,15.4
_1892,MARIBOR - TABOR,1974-09-02,17.7,23,14
_1892,MARIBOR - TABOR,1974-09-03,21.7,28.7,12.4
_1892,MARIBOR - TABOR,1974-09-04,13.3,22,10.3
_1892,MARIBOR - TABOR,1974-09-05,14.7,21.8,5.9
_1892,MARIBOR - TABOR,1974-09-06,17.4,25.2,8.2
_1892,MARIBOR - TABOR,1974-09-07,13.1,17.6,11.6
_1892,MARIBOR - TABOR,1974-09-08,15.8,23.4,7.4
_1892,MARIBOR - TABOR,1974-09-09,16.7,24,9.9
_1892,MARIBOR - TABOR,1974-09-10,16.5,23.2,11.6
_1892,MARIBOR - TABOR,1974-09-11,13.7,19.3,10.2
_1892,MARIBOR - TABOR,1974-09-12,15.4,20.8,11.2
_1892,MARIBOR - TABOR,1974-09-13,16.5,23.7,9
_1892,MARIBOR - TABOR,1974-09-14,19.2,26.7,11.1
_1892,MARIBOR - TABOR,1974-09-15,19.6,24,14.7
_1892,MARIBOR - TABOR,1974-09-16,17.6,22,15.4
_1892,MARIBOR - TABOR,1974-09-17,17.5,23.6,12.9
_1892,MARIBOR - TABOR,1974-09-18,17.5,21.4,12.8
_1892,MARIBOR - TABOR,1974-09-19,16.9,22,14.4
_1892,MARIBOR - TABOR,1974-09-20,15.2,18,13.4
_1892,MARIBOR - TABOR,1974-09-21,12.7,15.3,11.9
_1892,MARIBOR - TABOR,1974-09-22,14.1,17.1,10.7
_1892,MARIBOR - TABOR,1974-09-23,10.1,14,8.7
_1892,MARIBOR - TABOR,1974-09-24,12.8,16.2,8
_1892,MARIBOR - TABOR,1974-09-25,8.4,11.6,6.8
_1892,MARIBOR - TABOR,1974-09-26,10.1,14.4,6.7
_1892,MARIBOR - TABOR,1974-09-27,9.7,18.1,2.6
_1892,MARIBOR - TABOR,1974-09-28,11.9,21.4,3.6
_1892,MARIBOR - TABOR,1974-09-29,10.4,16.2,8
_1892,MARIBOR - TABOR,1974-09-30,8.3,9.1,7.9
_1892,MARIBOR - TABOR,1974-10-01,7.4,13.2,5
_1892,MARIBOR - TABOR,1974-10-02,5.7,8.2,4
_1892,MARIBOR - TABOR,1974-10-03,9.1,14.6,3.6
_1892,MARIBOR - TABOR,1974-10-04,7.2,9.5,6.2
_1892,MARIBOR - TABOR,1974-10-05,7,8.3,5.4
_1892,MARIBOR - TABOR,1974-10-06,5.3,9.2,3.3
_1892,MARIBOR - TABOR,1974-10-07,6.7,12.6,2
_1892,MARIBOR - TABOR,1974-10-08,6.2,9.1,4
_1892,MARIBOR - TABOR,1974-10-09,6.1,9,0.8
_1892,MARIBOR - TABOR,1974-10-10,5.9,14.8,2
_1892,MARIBOR - TABOR,1974-10-11,8.1,12.8,1.6
_1892,MARIBOR - TABOR,1974-10-12,7.9,9.9,4.4
_1892,MARIBOR - TABOR,1974-10-13,7.8,10.1,6.6
_1892,MARIBOR - TABOR,1974-10-14,4.8,9.2,2
_1892,MARIBOR - TABOR,1974-10-15,6.1,9,0.2
_1892,MARIBOR - TABOR,1974-10-16,4.5,8.4,2.6
_1892,MARIBOR - TABOR,1974-10-17,5.3,12.7,0.2
_1892,MARIBOR - TABOR,1974-10-18,6.8,13.6,1.6
_1892,MARIBOR - TABOR,1974-10-19,9.6,14.2,1.2
_1892,MARIBOR - TABOR,1974-10-20,8.7,11.9,7
_1892,MARIBOR - TABOR,1974-10-21,4.2,7,3
_1892,MARIBOR - TABOR,1974-10-22,6.4,13,3.2
_1892,MARIBOR - TABOR,1974-10-23,4.4,13,-1.3
_1892,MARIBOR - TABOR,1974-10-24,6.6,11.4,1.4
_1892,MARIBOR - TABOR,1974-10-25,8.3,15.2,2.8
_1892,MARIBOR - TABOR,1974-10-26,6.8,10.8,4.3
_1892,MARIBOR - TABOR,1974-10-27,4.4,11.3,-1.6
_1892,MARIBOR - TABOR,1974-10-28,4.8,6.4,4
_1892,MARIBOR - TABOR,1974-10-29,3.4,8.7,1.2
_1892,MARIBOR - TABOR,1974-10-30,3,9.4,0.2
_1892,MARIBOR - TABOR,1974-10-31,3.1,6.2,-1.3
_1892,MARIBOR - TABOR,1974-11-01,5,9.3,1.6
_1892,MARIBOR - TABOR,1974-11-02,4.8,11.6,-0.4
_1892,MARIBOR - TABOR,1974-11-03,7,13,-0.4
_1892,MARIBOR - TABOR,1974-11-04,5.3,10.9,-0.2
_1892,MARIBOR - TABOR,1974-11-05,3.6,5,3
_1892,MARIBOR - TABOR,1974-11-06,3.6,3.9,3.1
_1892,MARIBOR - TABOR,1974-11-07,3.3,4.2,2.9
_1892,MARIBOR - TABOR,1974-11-08,3.9,9.1,1.5
_1892,MARIBOR - TABOR,1974-11-09,2.8,10,-3
_1892,MARIBOR - TABOR,1974-11-10,3.6,8.8,-3.1
_1892,MARIBOR - TABOR,1974-11-11,4.1,11.4,1.6
_1892,MARIBOR - TABOR,1974-11-12,6.9,14.8,-0.9
_1892,MARIBOR - TABOR,1974-11-13,8.3,14.3,1.2
_1892,MARIBOR - TABOR,1974-11-14,10.2,15.6,4.7
_1892,MARIBOR - TABOR,1974-11-15,12.6,15.8,4.6
_1892,MARIBOR - TABOR,1974-11-16,13.6,16.5,12.2
_1892,MARIBOR - TABOR,1974-11-17,9.6,15.3,7.6
_1892,MARIBOR - TABOR,1974-11-18,9.5,16.5,4.5
_1892,MARIBOR - TABOR,1974-11-19,8.8,14,5.9
_1892,MARIBOR - TABOR,1974-11-20,3.4,9.1,0.6
_1892,MARIBOR - TABOR,1974-11-21,3.3,8.6,0.1
_1892,MARIBOR - TABOR,1974-11-22,2.8,4.8,0.6
_1892,MARIBOR - TABOR,1974-11-23,4.7,8.6,1.6
_1892,MARIBOR - TABOR,1974-11-24,4.8,5.7,3
_1892,MARIBOR - TABOR,1974-11-25,7.2,11.4,4.5
_1892,MARIBOR - TABOR,1974-11-26,4.7,9.8,2.4
_1892,MARIBOR - TABOR,1974-11-27,4.1,7.8,-0.8
_1892,MARIBOR - TABOR,1974-11-28,2.7,9.6,0
_1892,MARIBOR - TABOR,1974-11-29,2,6.4,-1.4
_1892,MARIBOR - TABOR,1974-11-30,2.7,9.6,0.3
_1892,MARIBOR - TABOR,1974-12-01,4.8,11.1,0
_1892,MARIBOR - TABOR,1974-12-02,7.2,11,2.6
_1892,MARIBOR - TABOR,1974-12-03,8.2,15.5,2.3
_1892,MARIBOR - TABOR,1974-12-04,5.1,12.2,1.2
_1892,MARIBOR - TABOR,1974-12-05,3.5,6,0
_1892,MARIBOR - TABOR,1974-12-06,2.5,5,-1.4
_1892,MARIBOR - TABOR,1974-12-07,2,5.1,-1.6
_1892,MARIBOR - TABOR,1974-12-08,7.8,13,1.3
_1892,MARIBOR - TABOR,1974-12-09,7.9,12.4,4.9
_1892,MARIBOR - TABOR,1974-12-10,4.6,6.9,2.7
_1892,MARIBOR - TABOR,1974-12-11,5.3,6.6,3
_1892,MARIBOR - TABOR,1974-12-12,1,6.4,-0.8
_1892,MARIBOR - TABOR,1974-12-13,1.2,3.2,-3
_1892,MARIBOR - TABOR,1974-12-14,-1.1,4.1,-3
_1892,MARIBOR - TABOR,1974-12-15,-0.3,5.7,-7.6
_1892,MARIBOR - TABOR,1974-12-16,-0.6,5.8,-4.8
_1892,MARIBOR - TABOR,1974-12-17,1.5,6,-4.9
_1892,MARIBOR - TABOR,1974-12-18,4.6,9.4,2
_1892,MARIBOR - TABOR,1974-12-19,3.3,8.1,-1.6
_1892,MARIBOR - TABOR,1974-12-20,4,10.7,0
_1892,MARIBOR - TABOR,1974-12-21,3.4,10.6,-1.1
_1892,MARIBOR - TABOR,1974-12-22,1.3,6.8,-4
_1892,MARIBOR - TABOR,1974-12-23,0.8,7.4,-3.9
_1892,MARIBOR - TABOR,1974-12-24,-2.9,0,-5.7
_1892,MARIBOR - TABOR,1974-12-25,-0.9,2.4,-3.1
_1892,MARIBOR - TABOR,1974-12-26,2.6,8.8,-2.2
_1892,MARIBOR - TABOR,1974-12-27,5.5,10.3,0.3
_1892,MARIBOR - TABOR,1974-12-28,8.8,11.9,0.8
_1892,MARIBOR - TABOR,1974-12-29,8.1,15,3
_1892,MARIBOR - TABOR,1974-12-30,5.4,9.4,3.2
_1892,MARIBOR - TABOR,1974-12-31,0.5,4.7,-0.8
_1892,MARIBOR - TABOR,1975-01-01,4.2,7.5,-3.3
_1892,MARIBOR - TABOR,1975-01-02,2.8,5.9,-2.4
_1892,MARIBOR - TABOR,1975-01-03,1.1,5.7,-1
_1892,MARIBOR - TABOR,1975-01-04,-0.2,5.3,-5
_1892,MARIBOR - TABOR,1975-01-05,0.4,4,-2.5
_1892,MARIBOR - TABOR,1975-01-06,6.4,15.3,-0.7
_1892,MARIBOR - TABOR,1975-01-07,3.2,9.7,-1.8
_1892,MARIBOR - TABOR,1975-01-08,1.5,3.7,0
_1892,MARIBOR - TABOR,1975-01-09,-2.5,1.9,-5
_1892,MARIBOR - TABOR,1975-01-10,-0.8,5,-6.5
_1892,MARIBOR - TABOR,1975-01-11,-0.2,7.2,-6.1
_1892,MARIBOR - TABOR,1975-01-12,3.4,11,-1.5
_1892,MARIBOR - TABOR,1975-01-13,1.9,9,-2.4
_1892,MARIBOR - TABOR,1975-01-14,2.1,11.4,-3.4
_1892,MARIBOR - TABOR,1975-01-15,1.2,7,-2.6
_1892,MARIBOR - TABOR,1975-01-16,8.2,11.4,0
_1892,MARIBOR - TABOR,1975-01-17,9,14,3
_1892,MARIBOR - TABOR,1975-01-18,9.7,12,8.4
_1892,MARIBOR - TABOR,1975-01-19,9.1,13.2,6.2
_1892,MARIBOR - TABOR,1975-01-20,4.4,8,1.6
_1892,MARIBOR - TABOR,1975-01-21,2.4,4.1,-0.4
_1892,MARIBOR - TABOR,1975-01-22,3,7.3,1.4
_1892,MARIBOR - TABOR,1975-01-23,1.4,6.4,-2.5
_1892,MARIBOR - TABOR,1975-01-24,4.7,12.7,0
_1892,MARIBOR - TABOR,1975-01-25,6.1,11.3,1.9
_1892,MARIBOR - TABOR,1975-01-26,6.3,10.7,2.9
_1892,MARIBOR - TABOR,1975-01-27,6.6,9.5,3.6
_1892,MARIBOR - TABOR,1975-01-28,5.2,8,4.2
_1892,MARIBOR - TABOR,1975-01-29,4.7,11,1.4
_1892,MARIBOR - TABOR,1975-01-30,2.7,3.5,0
_1892,MARIBOR - TABOR,1975-01-31,4.1,8.8,2
_1892,MARIBOR - TABOR,1975-02-01,2.4,4,-0.2
_1892,MARIBOR - TABOR,1975-02-02,6.5,10.5,2.3
_1892,MARIBOR - TABOR,1975-02-03,2.2,6.8,1.9
_1892,MARIBOR - TABOR,1975-02-04,0.9,2.4,0
_1892,MARIBOR - TABOR,1975-02-05,-0.3,5.2,-2.8
_1892,MARIBOR - TABOR,1975-02-06,0.7,7.4,-4.8
_1892,MARIBOR - TABOR,1975-02-07,3.2,11.4,-4.4
_1892,MARIBOR - TABOR,1975-02-08,-1.6,5,-3.8
_1892,MARIBOR - TABOR,1975-02-09,-1.1,4.6,-5.6
_1892,MARIBOR - TABOR,1975-02-10,0.3,9,-6.3
